currency,rate,date
BTC,1.644866E-6,2024-12-07
BTN,13.921306,2024-12-07
BWP,2.236551,2024-12-07
BYN,0.53799,2024-12-07
BYR,3218.494294,2024-12-07
BZD,0.331368,2024-12-07
CAD,0.232479,2024-12-07
CDF,471.44379,2024-12-07
CHF,0.14505,2024-12-07
CLF,0.005803,2024-12-07
CLP,159.459093,2024-12-07
CNY,1.193849,2024-12-07
CNH,1.196089,2024-12-07
COP,726.36679,2024-12-07
CRC,83.381566,2024-12-07
CUC,0.164209,2024-12-07
CUP,4.351536,2024-12-07
CVE,17.12117,2024-12-07
CZK,3.899404,2024-12-07
DJF,29.273606,2024-12-07
DKK,1.159086,2024-12-07
AED,0.607877,2024-12-14
AFN,11.567074,2024-12-14
ALL,15.458991,2024-12-14
AMD,64.923035,2024-12-14
ANG,0.297745,2024-12-14
AOA,150.997685,2024-12-14
ARS,168.218656,2024-12-14
AUD,0.260256,2024-12-14
AWG,0.297895,2024-12-14
AZN,0.282002,2024-12-14
BAM,0.308046,2024-12-14
BBD,0.333561,2024-12-14
BDT,19.743092,2024-12-14
BGN,0.308046,2024-12-14
BHD,0.06234,2024-12-14
BIF,488.308798,2024-12-14
BMD,0.165497,2024-12-14
BND,0.222836,2024-12-14
BOB,1.141587,2024-12-14
BRL,1.0,2024-12-14
BSD,0.165206,2024-12-14
BTC,1.629279E-6,2024-12-14
BTN,14.003184,2024-12-14
BWP,2.249153,2024-12-14
BYN,0.540647,2024-12-14
BYR,3243.741964,2024-12-14
BZD,0.332994,2024-12-14
CAD,0.23561,2024-12-14
CDF,474.976562,2024-12-14
CHF,0.1477,2024-12-14
CLF,0.005869,2024-12-14
CLP,161.953205,2024-12-14
CNY,1.204174,2024-12-14
CNH,1.204776,2024-12-14
COP,718.216986,2024-12-14
CRC,83.272219,2024-12-14
CUC,0.165497,2024-12-14
CUP,4.385672,2024-12-14
CVE,17.367148,2024-12-14
CZK,3.941677,2024-12-14
DJF,29.418546,2024-12-14
DKK,1.175129,2024-12-14
